бассейна,берегу,вод,водных,воды,вху,итого,млн,названия,обл,область,объем,обь,стока,территории,тыс,устья,участок,части,часть
0.44337885040891806,0.0,0.46998158143345314,0.6562006986051987,0.22168942520445903,0.0,0.0,0.0,0.0,0.014184763488113055,0.0,0.0,0.0,0.009591863238073754,0.11510235885688506,0.15963953307053835,0.2397965809518439,0.050883752983852344,0.05986482490145188,0.009222327393603283
0.05671957982504208,0.0,0.15755438840289465,0.03061056688970525,0.8003762930867049,0.010337858783115531,0.28198269877056104,0.27611201087280135,0.0,0.0,0.0,0.15808901775823223,0.0,0.0710907874608395,0.12367849325378927,0.004051986076379364,0.0399277025464989,0.2438420613979668,0.12459857184866545,0.2294003662031329
0.124683472721105,0.0,0.6967605828532338,0.5794114320568997,0.124683472721105,0.08421667839237017,0.0,0.3398265498970303,0.0,0.0,0.0,0.008585744395254977,0.0,0.0,0.007933374898410938,0.0,0.09520049878093124,0.12625697801549474,0.0,0.0
0.4561716832216784,0.0,0.6424953284812371,0.48508397300333406,0.2987603277437753,0.027665554670035956,0.008315428153371949,0.08859883977940967,0.0,0.005138745492888617,0.01629707373336144,0.01880303565232996,0.0,0.052122981138558705,0.18069300128033686,0.07590576662835762,0.03127378868313522,0.011060261520446929,0.054218404734541155,0.0066819856908486765
0.37808248892841734,0.012269823052506205,0.360542579648233,0.13447263781474636,0.4053667922531485,0.030769870704309886,0.002522315882579713,0.6578915483784424,0.0,0.01558733854009899,0.012358464037886424,0.0068442217899294805,0.0,0.19394146412899935,0.12648356356239088,0.07016981138780556,0.17496892959464072,0.10064715652866041,0.08551945762888803,0.060805330733440036
0.06672539222133984,0.004000877945197238,0.10866706733189632,0.21542769488604008,0.030503036444041075,0.0,0.08882602607738853,0.006309462930445287,0.0,0.00609916267472172,0.003626803369102718,0.03347590575779419,0.0,0.006186462075140022,0.01340400116280338,0.962057513826594,0.035056618425793454,0.013127393511028077,0.00965275097484877,0.00396541507796485
0.05381805062425134,0.0,0.038086620441777866,0.0322908303745508,0.04305444049940107,0.0748692199863696,0.0,0.0009134034626705185,0.003682438730954012,0.0,0.013651099087093456,0.0009692428205784926,0.9926811356086982,0.00806037272754457,0.01880753636427066,0.008384412044497908,0.0277635060615424,0.001900416377906401,0.011179216059330543,0.01205530517643448
0.0020552230690379075,0.0,0.005823132028940738,0.0010276115345189537,0.004795520494421784,0.06145622523866915,0.0,0.0,0.011425886418573755,0.9473704607470453,0.0008688551342931228,0.0,0.3107113591499427,0.0,0.0011115448213060116,0.0,0.01148596315349545,0.042848771629483286,0.0,0.002849923940827417
0.008538194698087009,0.0,0.17953285067869443,0.00461524037734433,0.06207498307528123,0.7084729402018877,0.07974257075433473,0.07153501905165258,0.0,0.0,0.0,0.4173599773153845,0.2469386439995256,0.38639659919940783,0.0,0.0,0.0024961020620116784,0.06117591480212102,0.21083167375951575,0.1331965205097134
0.09740483299274773,0.0,0.17786969503023498,0.19057467324668034,0.0465849201269663,0.30392808048335485,0.0,0.0,0.0,0.0,0.08593742038606692,0.01487277169349093,0.9019199821428424,0.004580898607081256,0.0,0.038120461923140905,0.0732943777133001,0.00486023012174652,0.0,0.008808830080836008
0.10258043517975514,0.017222124947612532,0.19387702248973723,0.08719336990279188,0.14771582665884742,0.4682090565397692,0.027880366157058585,0.007921558332551905,0.0022811585151784448,0.054149644188359734,0.08326340586732375,0.0024016654993908315,0.817217175436093,0.041054831163954954,0.10097269286270003,0.05655566517769707,0.09320556264249233,0.01530425002411228,0.01500456423081759,0.012802103977672816
0.12532164439517085,0.011501525202498565,0.2265289198979765,0.04640189165652099,0.0895154602822649,0.13267852621806114,0.034519895005243745,0.05965429637977494,0.0016249982149064979,0.19520707850930932,0.13438154290056514,0.07570476534532915,0.8713037270849764,0.05928177968783028,0.12172525429234483,0.2187051926913355,0.09643169495887058,0.018030367676709114,0.041521098612452796,0.04179845381483749
0.00040706345421875255,0.9681301368172563,0.0006687471033593792,0.0014828740117968843,2.9075961015625184e-05,0.0,0.0,0.0,0.22216628905425356,4.651052139900886e-05,0.00984589045987679,0.0,0.11513022932345181,0.0,0.0013209347869716196,0.0,0.0031136319978616743,0.0,6.543039936149797e-05,9.071746369581043e-05
0.07824883200067521,0.009659644730031969,0.39584703247400405,0.2094306974135719,0.1403876103541526,0.31381283674740856,0.0,0.0025389081754989347,0.0,0.0036814260142081687,0.05253891650446959,0.0,0.6232560332976497,0.05476708634142482,0.13940712886908135,0.46092943855447155,0.16181184600875514,0.013206055363015126,0.02330542105050699,0.14839736964398792
0.21402854436236848,0.0,0.2249113517028279,0.33011182266060224,0.3391808287776517,0.08591159522978412,0.36620892976341196,0.1220583719571288,0.036301379386185696,0.04932371073422262,0.6809121160656763,0.012739691969671488,0.0,0.1451842212632076,0.06474431488764663,0.05306137941586839,0.09221159999149672,0.13530293261313955,0.012244933711354242,0.024522718327576982
0.05424745756471079,0.0,0.031800233744830465,0.03834734069229556,0.3731850960055105,0.12619071515978822,0.4127816810948281,0.2548568998307493,0.0,0.0,0.5859870313113971,0.024087518574214952,0.0,0.17502315472241145,0.02428066886322471,0.011576028247560599,0.03237422515096628,0.34670338365214093,0.0042094648172947636,0.32780597330086964
0.12692074351790464,0.0,0.15282293607257905,0.21757841745926507,0.049214165853881386,0.03346009655303215,0.6671204368249143,0.0,0.0,0.0,0.6471611144214076,0.0030321767551546126,0.0,0.14569272973576167,0.0056035665282985255,0.01748651543053039,0.14569272973576167,0.002972628862375078,0.008743257715265195,0.05387683687010527
0.1722240121076334,0.08183353091610676,0.5350859244098799,0.22313299681869483,0.5924939284457577,0.0,0.07289782366493247,0.0788657723713809,0.00722617975208198,0.09356371729048056,0.25002165545470606,0.012679863095510113,0.0,0.23667149636863122,0.2073804695903353,0.08653074128061211,0.2050371874480716,0.1591148487273714,0.08896822695048852,0.1081442362810645
0.1584641571359322,0.008919094989855601,0.19307127191274498,0.09471420886285603,0.16757129260351453,0.0,0.17680221312126868,0.07166751776701509,0.30783380640001173,0.29135932519721874,0.7715568292295258,0.008528836132326197,0.0,0.06238959295144599,0.18257165095265246,0.1823968343550281,0.0735540464269679,0.07385851399411347,0.07582789742849483,0.04420019085689774
0.09729100778704572,0.0,0.059871389407412746,0.13471062616667867,0.014967847351853187,0.08307000426218256,0.2453783990019637,0.8069007300981857,0.03994215744638551,0.003990480797185883,0.10504027236771739,0.0,0.0,0.007555516104301511,0.45818808375371306,0.060067196938478715,0.007015836382565689,0.15517135202544072,0.002245502689288924,0.0005188880364536949
0.5188639042055229,0.0,0.35058371905778574,0.5328872529678343,0.4767938579185886,0.0,0.0,0.06961651782214862,0.0,0.0,0.0,0.032832179790767066,0.0,0.07584374138721693,0.16685623105187725,0.2366783275221375,0.03033749655488677,0.0,0.00788927758407125,0.007292178760976152
0.069067634083123,0.0,0.08441599721270589,0.04988218017114438,0.3913832598043636,0.08811913185647176,0.014898343056159278,0.6815159083269374,0.0,0.0,0.0,0.5255401765812082,0.0,0.28638427936041105,0.004150496802324798,0.0,0.041504968023247976,0.004403583512564258,0.0,0.003990594883088604
0.5740262764223154,0.0,0.44356575905360734,0.5870723281591862,0.09132236215809562,0.0,0.0,0.2878439724245025,0.0,0.0,0.0,0.0,0.0,0.01411162755524867,0.0,0.0,0.16933953066298404,0.0,0.0,0.09497574381394366
0.5637290870142737,0.0,0.3710621838574966,0.39960542876961175,0.4424202961377844,0.0,0.0,0.14169806027121087,0.0,0.0,0.0,0.04176681354122559,0.0,0.038593251194118355,0.22384085692588646,0.3131291197653586,0.08490515262706037,0.024567941537911024,0.05620266252198744,0.08163409918340891
0.538897474552046,0.03098457157334613,0.3740292974059862,0.11565379590842996,0.2977470064876601,0.007063829075614306,0.05095615586952773,0.3963354659151957,0.010944173187872549,0.0,0.01560420683655668,0.12962612358371126,0.0,0.30077274972008244,0.3194046899682291,0.257490066604187,0.07186605524285156,0.0536561857889062,0.11628583653092318,0.0972481161510099
0.37477338667554166,0.41946881852963047,0.34978849423050556,0.23111025511658403,0.06246223111259028,0.0,0.37186899135619816,0.20672204617047418,0.0,0.0,0.0,0.03655994079553551,0.0,0.06756402316262475,0.27701249496676145,0.48493338189447494,0.0,0.05017873349338696,0.04919614019219311,0.012992210713793534
0.782365126054947,0.0,0.17781025592157887,0.38229205023139456,0.28894166587256565,0.0,0.06903871557527193,0.1127905460398418,0.0,0.0,0.0,0.026018652846446326,0.0,0.10097505994768308,0.04808336187984909,0.05501802526059946,0.04327502569186418,0.30099063971247164,0.020006554640217986,0.009246180735373456
0.09784616183452648,0.0,0.027179489398479577,0.1032820597142224,0.13046154911270197,0.0,0.04221212164252957,0.851545152794437,0.0,0.0,0.02757661406249883,0.07636080919134554,0.0,0.09995815236016982,0.04115923920712875,0.030581359715478373,0.04703913052243286,0.4616439748503718,0.006116271943095674,0.022613451173196197
0.5849198575661948,0.0,0.23928539627707968,0.7045625557047347,0.06646816563252214,0.019080591859143736,0.01720514473187505,0.029330653014908302,0.0,0.0,0.0,0.015561866151931529,0.0,0.11503544724242676,0.0,0.19444757838863777,0.21569146357955016,0.015256251930897297,0.014957506029895212,0.0
0.41581543717411185,0.014189193272707214,0.46314402351913275,0.3279194911047874,0.44624095696733956,0.009704510752585107,0.07000517102733406,0.20884860151650006,0.0,0.0,0.004287510114130476,0.0356168898388769,0.0,0.12067225992258855,0.2998522822318867,0.35374795925775976,0.047537556939201545,0.08923341125924165,0.10270102042967219,0.07383297341782018
0.3002811906417649,0.007926714424360997,0.1737476071637885,0.1737476071637885,0.6251136736001521,0.0,0.04644075238126066,0.42918671727365965,0.16378968200483238,0.0,0.011975969180588733,0.1635990250293872,0.0,0.2778228246414122,0.21040993336812838,0.21674379546987954,0.09805511457932198,0.13221021228198118,0.12324647193385307,0.08838510570327983
0.5956379950979025,0.13072033632523855,0.14404317528511368,0.2841932917787378,0.19465293957447796,0.0,0.46858518335421234,0.22762233774393778,0.0,0.0,0.0,0.027343883763711743,0.0,0.13896419355063988,0.17686351906445075,0.4029900164294148,0.004211036168201209,0.03127470090207296,0.03942293638983405,0.03239041528891122
0.13966948883825916,0.0,0.23489868577343587,0.3237792695796008,0.4761459846758835,0.08201051236345881,0.17254913991756018,0.13307010859175455,0.0,0.07108762962041942,0.4992064785735637,0.044591091159466245,0.0,0.006867155349060787,0.034335776745303935,0.20001031404586292,0.34335776745303936,0.34972305452864305,0.042859353009827766,0.006602591521570821
0.004580130290768288,0.0,0.03918555915435091,0.0007633550484613812,0.015776004334868546,0.5401590468503668,0.21965738172195348,0.012631818841697649,0.0,0.001628105146031112,0.007099661924291245,0.350590203759755,0.0,0.48413800486498276,0.00027523479526150244,0.0008588989655166154,0.39331052242868697,0.18192715865364134,0.28601335551703294,0.17624431761811807
0.0876103956655858,0.0,0.4964589087716529,0.40884851310606707,0.14184540250618655,0.16766504550515376,0.20517979180876258,0.5568904428029183,0.0,0.0,0.3174660276399231,0.009767520449837726,0.0,0.0,0.004512678108568178,0.09388189346908053,0.26173533029695434,0.0,0.0,0.004338822802848865
0.240743748663589,0.04929051603565217,0.2877181386467283,0.19376935868044967,0.5636926797976718,0.0,0.16718930177448932,0.18785259869359966,0.0,0.12210449295832052,0.6255472346326292,0.09623148423213004,0.0,0.025405582832529222,0.10162233133011689,0.07928077840766432,0.04445976995692614,0.013477375241651423,0.03964038920383216,0.04274691415110306
0.10061095320083557,0.0,0.07406084055061507,0.04611335355038297,0.25432213170211215,0.0701986829909345,0.07415001873593421,0.13719896059965067,0.7209276456136575,0.3978779756968706,0.1789961959549976,0.053981468341939454,0.0,0.01058056394857276,0.08615602072409247,0.13521557393664374,0.38090030214861936,0.030469865049749332,0.05660186815952529,0.017439321341573038
0.08136090097272469,0.0,0.6696628003139647,0.23156564123006257,0.29415094967062005,0.0,0.00810003766135206,0.17951212679801107,0.01391756712906039,0.0,0.02381240783552371,0.2417710648707993,0.0,0.3858737732650958,0.040618291922641665,0.401386489382024,0.0,0.0,0.035209341173861756,0.01952671639398706
0.12398404291439807,0.0,0.4959361716575923,0.24796808582879615,0.19975206913986357,0.0,0.0,0.007598735649326463,0.0,0.01101819410582822,0.7949582880670761,0.0,0.0,0.029802403425963225,0.052154205995435646,0.007750126411206029,0.029802403425963225,0.0,0.023250379233618085,0.007163559224330434
0.05729040241103405,0.0,0.10447073380835621,0.021905153863042433,0.21399650312356835,0.007255583813840402,0.026169705961516455,0.7918822388377447,0.0,0.22102120296807046,0.08120751346783518,0.05720301768694704,0.0,0.4538374308623412,0.010935841707526294,0.02464687176743191,0.1166489782136138,0.07154986891589919,0.11565070598564203,0.1191646482592819
0.18618169176923158,0.0,0.10426174739076968,0.19735259327538546,0.06702540903692336,0.01603379680402417,0.07710838228392805,0.041078541487084584,0.0,0.49438147686474804,0.24557263601955495,0.013076942351341134,0.0,0.06444436664443122,0.02416663749166171,0.06284543324146878,0.7612490809873438,0.09828765342477307,0.012569086648293756,0.015490396211792344
0.2523060905801885,0.0,0.24104242582214433,0.2275260281124914,0.34692087454775916,0.00970016494548652,0.034986910897143605,0.2708845633922146,0.0,0.48287157452269147,0.5742690748620622,0.04219370681934911,0.0,0.053608098356938236,0.21686912517125015,0.09378360725852491,0.05604483010043543,0.05429166605022151,0.017742844616477686,0.039828522881265135
0.1475985963095386,0.0,0.0586609805845602,0.07190700845849315,0.07758387754732156,0.04888867674816283,0.07102320455876789,0.03548825077647715,0.0,0.8051677871266681,0.4847844205462238,0.0177213008326019,0.0,0.07778023132550911,0.07163968674717945,0.08090711563757845,0.22924699759097425,0.023888257531779165,0.014903942354290767,0.013775939651332024
0.31375933933901234,0.008334926648370112,0.30184442771854353,0.2899295160980747,0.039716372068229415,0.0,0.45748221844928055,0.1621135596686585,0.0,0.24141836115116694,0.6346726390913606,0.013947899576087167,0.0,0.004296032713779242,0.16324924312361122,0.017874959209207883,0.0,0.0045579938327475755,0.026812438813811824,0.012391571646738334
0.40616537174055733,0.0,0.39385733017266167,0.5292457874195141,0.4246274340924009,0.40631695313644844,0.0,0.033945093591576166,0.0,0.019688203269218538,0.156098458660724,0.0072040537620270025,0.0,0.0532533526752126,0.11316337443482677,0.034621386835355136,0.0,0.014125151578118519,0.09693988313899436,0.04480150111240532
0.048327985629426924,0.0,0.009665597125885385,0.030929910802833232,0.18944570366735353,0.0397698578429394,0.20015355728666087,0.11515969133723494,0.0,0.011338281771385319,0.9226585967753288,0.004525917853160255,0.0,0.03345620501665556,0.025789158033671995,0.0014500498187584544,0.011152068338885187,0.14124561049465986,0.003625124546896136,0.180270754811781
0.13698970633152638,0.0,0.5222732553889443,0.4880258288060627,0.18836084620584875,0.0,0.277027320826027,0.09445305284464593,0.0,0.0,0.29318474993814453,0.0,0.0,0.48158095639520143,0.13891758357553888,0.07706788426416326,0.05556703343021555,0.0,0.009633485533020408,0.05342625951448181
0.33878609411641947,0.0,0.32582706319393345,0.2277086862093967,0.6368438053335972,0.09034446616387637,0.06708835740672911,0.18585058219742878,0.0,0.05626589317659152,0.2113132142591461,0.060680689095411244,0.0,0.2543174828021616,0.2823524809063369,0.22288136628213234,0.11013749255211723,0.0849842879787765,0.08123713350470245,0.053909845163237276
0.370704570600293,0.08419536442935172,0.47180581712764563,0.2086216198183467,0.3000941762002372,0.10595511942381859,0.0373854925785702,0.0849777534725389,0.3033372982758935,0.0744442380059489,0.36838691531199025,0.06950814067580735,0.0,0.12150999697421647,0.28641642143922447,0.310570288309156,0.057283284287844904,0.1786454081552188,0.09750462539938619,0.058414353180300825
0.13313197371081906,0.0,0.6767541996966635,0.3661129277047524,0.19969796056622857,0.2229345156842568,0.0,0.04895636491221958,0.0,0.0,0.3095518941564526,0.012987307129879461,0.029169665201232615,0.08400345985999445,0.024000988531426987,0.4369026374070612,0.012000494265713493,0.012732253801886547,0.03744879749203382,0.03461449071672564
